id,platform,externalId,externalEventId,question,description,category,subcategory,outcome,impliedProb,bestBidUsd,bestAskUsd,volume24hUsd,strikeUsd,floorStrikeUsd,capStrikeUsd,expiryMs,marketType,url,rawJson,fetchedAt,createdAt,updatedAt
kx-kxbtc-26jun1617-b67375-yes,KALSHI,KXBTC-26JUN1617-B67375,KXBTC-26JUN1617,"Bitcoin price range on Jun 16, 2026?","$67,250 to 67,499.99",CRYPTO,Bitcoin,YES,0.05,0.03,0.05,30.7,67374.995,67250,67499.99,1781632799000,RANGE,https://kalshi.com/markets/kxbtc-26jun1617-b67375,"{""market"":{""can_close_early"":true,""cap_strike"":67499.99,""close_time"":""2026-06-16T21:00:00Z"",""created_time"":""2026-06-15T09:01:05.564254Z"",""event_ticker"":""KXBTC-26JUN1617"",""expected_expiration_time"":""2026-06-16T21:05:00Z"",""expiration_time"":""2026-06-23T21:00:00Z"",""expiration_value"":"""",""floor_strike"":67250,""fractional_trading_enabled"":true,""last_price_dollars"":""0.0700"",""latest_expiration_time"":""2026-06-23T21:00:00Z"",""liquidity_dollars"":""0.0000"",""market_type"":""binary"",""no_ask_dollars"":""0.9700"",""no_bid_dollars"":""0.9500"",""no_sub_title"":""$67,250 to 67,499.99"",""notional_value_dollars"":""1.0000"",""occurrence_datetime"":""2026-06-16T21:05:00Z"",""open_interest_fp"":""18.70"",""open_time"":""2026-06-15T20:00:00Z"",""previous_price_dollars"":""0.0000"",""previous_yes_ask_dollars"":""0.0000"",""previous_yes_bid_dollars"":""0.0000"",""price_level_structure"":""linear_cent"",""price_ranges"":[{""end"":""1.0000"",""start"":""0.0000"",""step"":""0.0100""}],""response_price_units"":""usd_cent"",""result"":"""",""rules_primary"":""If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 5 PM EDT is between 67250-67499.99 at 5 PM EDT on Jun 16, 2026, then the market resolves to Yes."",""rules_secondary"":""Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices."",""settlement_timer_seconds"":60,""status"":""active"",""strike_type"":""between"",""subtitle"":""$67,250 to 67,499.99"",""ticker"":""KXBTC-26JUN1617-B67375"",""title"":""Bitcoin price range on Jun 16, 2026?"",""updated_time"":""2026-06-15T20:00:01.091486Z"",""volume_24h_fp"":""30.70"",""volume_fp"":""30.70"",""yes_ask_dollars"":""0.0500"",""yes_ask_size_fp"":""965.00"",""yes_bid_dollars"":""0.0300"",""yes_bid_size_fp"":""5012.00"",""yes_sub_title"":""$67,250 to 67,499.99""},""event"":{""available_on_brokers"":true,""category"":""Crypto"",""collateral_return_type"":""MECNET"",""event_ticker"":""KXBTC-26JUN1617"",""last_updated_ts"":""0001-01-01T00:00:00Z"",""mutually_exclusive"":true,""series_ticker"":""KXBTC"",""strike_date"":""2026-06-16T21:00:00Z"",""strike_period"":"""",""sub_title"":""On Jun 16, 2026 at 5pm EDT"",""title"":""BTC price range on Jun 16, 2026 at 5pm EDT?""}}",2026-06-16T04:00:17.252Z,2026-06-16T04:00:39.947Z,2026-06-16T04:00:39.947Z
