id,oracleId,expiryMs,strikeUsd,floorStrikeUsd,capStrikeUsd,rangeBandPct,spotUsd,forwardUsd,impliedProbUp,sviA,sviB,sviRho,sviM,sviSigma,tickSizeUsd,minStrikeUsd,status,rawJson,fetchedAt,createdAt,updatedAt
db-0x8b55522178a6fd0372b07071e52a835f41c5c4e224a54ce94738f9d0a07fb8c9-1783065600000-66129-2,0x8b55522178a6fd0372b07071e52a835f41c5c4e224a54ce94738f9d0a07fb8c9,1783065600000,66129,65467,66791,2,66129.046525862,66171.124090289,0.010990869410668291,608352,41785843,315702463,11418980,123690249,1,50000,ACTIVE,"{""oracle"":{""predict_id"":""0xc8736204d12f0a7277c86388a68bf8a194b0a14c5538ad13f22cbd8e2a38028a"",""oracle_id"":""0x8b55522178a6fd0372b07071e52a835f41c5c4e224a54ce94738f9d0a07fb8c9"",""oracle_cap_id"":""0x0b8fb5c4514337dbd300ff2a49185a99433d8369670a23329126388364119817"",""underlying_asset"":""BTC"",""expiry"":1783065600000,""min_strike"":50000000000000,""tick_size"":1000000000,""status"":""active"",""activated_at"":1781099980220,""settlement_price"":null,""settled_at"":null,""created_checkpoint"":346752242},""state"":{""oracle"":{""predict_id"":""0xc8736204d12f0a7277c86388a68bf8a194b0a14c5538ad13f22cbd8e2a38028a"",""oracle_id"":""0x8b55522178a6fd0372b07071e52a835f41c5c4e224a54ce94738f9d0a07fb8c9"",""oracle_cap_id"":""0x0b8fb5c4514337dbd300ff2a49185a99433d8369670a23329126388364119817"",""underlying_asset"":""BTC"",""expiry"":1783065600000,""min_strike"":50000000000000,""tick_size"":1000000000,""status"":""active"",""activated_at"":1781099980220,""settlement_price"":null,""settled_at"":null,""created_checkpoint"":346752242},""latest_price"":{""event_digest"":""GCsFuTfjgwq7DCWjGtELUNNfUkDdah2zREPakRoQBxKD2"",""digest"":""GCsFuTfjgwq7DCWjGtELUNNfUkDdah2zREPakRoQBxKD"",""sender"":""0xcca26f7ae2e40604498294e95bacccc4652cc8cb2aa074d7ee608c7e7bdf0c29"",""checkpoint"":348986880,""checkpoint_timestamp_ms"":1781582419984,""tx_index"":1,""event_index"":2,""package"":""f5ea2b3749c65d6e56507cc35388719aadb28f9cab873696a2f8687f5c785138"",""oracle_id"":""0x8b55522178a6fd0372b07071e52a835f41c5c4e224a54ce94738f9d0a07fb8c9"",""spot"":66129046525862,""forward"":66171124090289,""onchain_timestamp"":1781582419839},""latest_svi"":{""event_digest"":""9yHXN9pGqByEMz4QVUNQsDgknqxRQLATrzip1qPGXdrA5"",""digest"":""9yHXN9pGqByEMz4QVUNQsDgknqxRQLATrzip1qPGXdrA"",""sender"":""0xcca26f7ae2e40604498294e95bacccc4652cc8cb2aa074d7ee608c7e7bdf0c29"",""checkpoint"":348986871,""checkpoint_timestamp_ms"":1781582417910,""tx_index"":8,""event_index"":5,""package"":""f5ea2b3749c65d6e56507cc35388719aadb28f9cab873696a2f8687f5c785138"",""oracle_id"":""0x8b55522178a6fd0372b07071e52a835f41c5c4e224a54ce94738f9d0a07fb8c9"",""a"":608352,""b"":41785843,""rho"":315702463,""rho_negative"":true,""m"":11418980,""m_negative"":false,""sigma"":123690249,""onchain_timestamp"":1781582417910},""ask_bounds"":null}}",2026-06-16T04:00:15.250Z,2026-06-16T04:00:43.916Z,2026-06-16T04:00:43.916Z
